form	POS	lemma	POSUD	ud-feats
Nonpourquant	ADVgen	neporcant	ADV	_
je	PROper	je	PRON	PronType=Prs
vous	PROper	vos	PRON	PronType=Prs
ai	VERcjg	avoir	VERB	VerbForm=Fin
servie	VERppe	servir	VERB	VerbForm=Part|Tense=Past
mout	ADVgen	mout	ADV	_
loialment	ADVgen	lëaument	ADV	_
toute	DETind	tot	DET	PronType=Ind
ma	DETpos	mon1	DET	Poss=Yes
vie	NOMcom	vie1	NOUN	_
,	PONfbl	,	PUNCT	_
car	CONcoo	car	CCONJ	_
sans	PRE	sans	ADP	_
raison	NOMcom	raison	NOUN	_
et	CONcoo	et	CCONJ	_
sans	PRE	sans	ADP	_
droiture	NOMcom	droiture	NOUN	_
j	PROper	je	PRON	PronType=Prs
'	PONfbl	'	PUNCT	_
ai	VERcjg	avoir	VERB	VerbForm=Fin
fait	VERppe	faire	VERB	VerbForm=Part|Tense=Past
pechier	VERinf	pechier	VERB	VerbForm=Inf
contre	PRE	contre	ADP	_
nature	NOMcom	nature	NOUN	_
:	PONfbl	:	PUNCT	_
les	DETdef	le	DET	PronType=Art|Definite=Def
.	PONfrt	.	PUNCT	_
v	DETcar	5	DET	NumType=Card
.	PONfrt	.	PUNCT	_
cités	NOMcom	cité	NOUN	_
des	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
Sodomites	NOMpro	Sodomite	PROPN	_
par	PRE	par	ADP	_
mon	DETpos	mon1	DET	Poss=Yes
engien	NOMcom	engin	NOUN	_
furent	VERcjg	estre1	VERB	VerbForm=Fin
destruites	VERppe	destruire	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
mes	CONcoo	mais1	CCONJ	_
povres	ADJqua	povre	ADJ	_
estoit	VERcjg	estre1	VERB	VerbForm=Fin
;	PONfbl	;	PUNCT	_
et	CONcoo	et	CCONJ	_
jurerent	VERcjg	jurer	VERB	VerbForm=Fin
que	CONsub	que4	SCONJ	_
il	PROper	il	PRON	PronType=Prs
ocirroient	VERcjg	ocire	VERB	VerbForm=Fin
le	DETdef	le	DET	PronType=Art|Definite=Def
premier	ADJord	premier	ADJ	NumType=Ord
jor	NOMcom	jor	NOUN	_
de	PRE	de	ADP	_
jenvier	NOMcom	jenvier	NOUN	_
eu	PRE.DETdef	en1+le	ADP.DET	_.PronType=Art|Definite=Yes
Capitoile	NOMpro	capitoile	PROPN	_
les	DETdef	le	DET	PronType=Art|Definite=Def
.	PONfrt	.	PUNCT	_
ii	ADJcar	2	ADJ	NumType=Card
.	PONfrt	.	PUNCT	_
conseles	NOMcom	consule	NOUN	_
Luce	NOMpro	Lucius	PROPN	_
Cote	NOMpro	Cotta	PROPN	_
et	CONcoo	et	CCONJ	_
Luce	NOMpro	Lucius	PROPN	_
Torquat	NOMpro	Torquatus	PROPN	_
,	PONfbl	,	PUNCT	_
por	PRE	por2	ADP	_
ce	PROdem	ce1	PRON	PronType=Dem
que	CONsub	que4	SCONJ	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
en	PROind	on	PRON	PronType=Ind
les	PROper	il	PRON	PronType=Prs
avoit	VERcjg	avoir	VERB	VerbForm=Fin
refusez	VERppe	refuser	VERB	VerbForm=Part|Tense=Past
et	CONcoo	et	CCONJ	_
mis	VERppe	metre2	VERB	VerbForm=Part|Tense=Past
arriere	ADVgen	ariere	ADV	_
,	PONfbl	,	PUNCT	_
ne	CONcoo	ne2	CCONJ	_
ne	ADVneg	ne1	ADV	PronType=Neg
sousfroit	VERcjg	sofrir	VERB	VerbForm=Fin
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
en	PROind	on	PRON	PronType=Ind
pas	ADVneg	pas	ADV	PronType=Neg
que	CONsub	que4	SCONJ	_
il	PROper	il	PRON	PronType=Prs
fussent	VERcjg	estre1	VERB	VerbForm=Fin
consele	NOMcom	consule	NOUN	_
.	PONfrt	.	PUNCT	_
Des	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
sanators	NOMcom	senator	NOUN	_
meismes	ADJind	mëisme	ADJ	PronType=Ind
avoient	VERcjg	avoir	VERB	VerbForm=Fin
il	PROper	il	PRON	PronType=Prs
juré	VERppe	jurer	VERB	VerbForm=Part|Tense=Past
ocirre	VERinf	ocire	VERB	VerbForm=Inf
auquanz	PROind	aucant	PRON	PronType=Ind
.	PONfrt	.	PUNCT	_
Mes	CONcoo	mais1	CCONJ	_
ce	PROdem	ce1	PRON	PronType=Dem
destorba	VERcjg	destorber	VERB	VerbForm=Fin
lor	DETpos	lor2	DET	Poss=Yes
conjuroison	NOMcom	conjuracïon	NOUN	_
que	CONsub	que4	SCONJ	_
Piso	NOMpro	Pison	PROPN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
envoiez	VERppe	envoiier	VERB	VerbForm=Part|Tense=Past
en	PRE	en1	ADP	_
Espaigne	NOMpro	Espagne	PROPN	_
par	PRE	par	ADP	_
le	DETdef	le	DET	PronType=Art|Definite=Def
conseil	NOMcom	conseil	NOUN	_
del	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
senat	NOMcom	senat	NOUN	_
à	PRE	a3	ADP	_
tote	DETind	tot	DET	PronType=Ind
une	DETndf	un	DET	PronType=Art|Definite=Ind
ostz	NOMcom	ost	NOUN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
Marcus	NOMpro	Marcus	PROPN	_
Crassus	NOMpro	Crassus	PROPN	_
meismes	ADJind	mëisme	ADJ	PronType=Ind
le	PROper	il	PRON	PronType=Prs
loa	VERcjg	löer1	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Li	DETdef	le	DET	PronType=Art|Definite=Def
senaz	NOMcom	senat	NOUN	_
le	PROper	il	PRON	PronType=Prs
loa	VERcjg	löer1	VERB	VerbForm=Fin
por	PRE	por2	ADP	_
esloignier	VERinf	esloignier	VERB	VerbForm=Inf
de	PRE	de	ADP	_
cité	NOMcom	cité	NOUN	_
home	NOMcom	ome	NOUN	_
noiseus	ADJqua	noisos	ADJ	_
estoit	VERcjg	estre1	VERB	VerbForm=Fin
;	PONfbl	;	PUNCT	_
Luce	NOMpro	Lucius	PROPN	_
Silla	NOMpro	Sylla	PROPN	_
avoit	VERcjg	avoir	VERB	VerbForm=Fin
cele	DETdem	cel	DET	PronType=Dem
dignetez	NOMcom	dignité	NOUN	_
afebloiee	VERppe	afebliier	VERB	VerbForm=Part|Tense=Past
et	CONcoo	et	CCONJ	_
amenuisiee	VERppe	amenuisier	VERB	VerbForm=Part|Tense=Past
quant	CONsub	cant1	SCONJ	_
il	PROper	il	PRON	PronType=Prs
fu	VERcjg	estre1	VERB	VerbForm=Fin
dictators	NOMcom	dictator	NOUN	_
,	PONfbl	,	PUNCT	_
mes	CONcoo	mais1	CCONJ	_
Juilles	NOMpro	Julius	PROPN	_
Cesar	NOMpro	César	PROPN	_
la	PROper	il	PRON	PronType=Prs
remist	VERcjg	remetre	VERB	VerbForm=Fin
en	PRE	en1	ADP	_
son	DETpos	son4	DET	Poss=Yes
droit	ADJqua	droit	ADJ	_
estate	NOMcom	estate	NOUN	_
et	CONcoo	et	CCONJ	_
en	PRE	en1	ADP	_
son	DETpos	son4	DET	Poss=Yes
premier	ADJord	premier	ADJ	NumType=Ord
point	NOMcom	point	NOUN	_
.	PONfrt	.	PUNCT	_
Il	PROper	il	PRON	PronType=Prs
fist	VERcjg	faire	VERB	VerbForm=Fin
revenir	VERinf	revenir	VERB	VerbForm=Inf
en	PRE	en1	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
cité	NOMcom	cité	NOUN	_
de	PRE	de	ADP	_
Rome	NOMpro	Rome	PROPN	_
Luce	NOMpro	Lucius	PROPN	_
Cynne	NOMpro	Cinna	PROPN	_
,	PONfbl	,	PUNCT	_
le	DETdef	le	DET	PronType=Art|Definite=Def
frere	NOMcom	frere	NOUN	_
sa	DETpos	son4	DET	Poss=Yes
fame	NOMcom	feme	NOUN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
autres	PROind	autre	PRON	PronType=Ind
qui	PROrel	que2	PRON	PronType=Rel
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
estoient	VERcjg	estre1	VERB	VerbForm=Fin
foï	VERppe	fuir	VERB	VerbForm=Part|Tense=Past
de	PRE	de	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
vile	NOMcom	vile	NOUN	_
por	PRE	por2	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
conjuroison	NOMcom	conjuracïon	NOUN	_
dont	PROrel	dont	PRON	PronType=Rel
nous	PROper	nos1	PRON	PronType=Prs
avons	VERcjg	avoir	VERB	VerbForm=Fin
parlé	VERppe	parler	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
Tantost	ADVgen	tantost	ADV	_
con	CONsub	come1	SCONJ	_
Juilles	NOMpro	Jules	PROPN	_
Cesar	NOMpro	César	PROPN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
questor	NOMcom	questor	NOUN	_
,	PONfbl	,	PUNCT	_
il	PROper	il	PRON	PronType=Prs
ala	VERcjg	aler	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
come	CONsub	come1	SCONJ	_
costume	NOMcom	costume	NOUN	_
estoit	VERcjg	estre1	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
en	PRE	en1	ADP	_
mi	NOMcom	mi2	NOUN	_
le	DETdef	le	DET	PronType=Art|Definite=Def
leu	NOMcom	lieu	NOUN	_
où	PROrel	où	PRON	PronType=Rel
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
en	PROind	on	PRON	PronType=Ind
tenoit	VERcjg	tenir1	VERB	VerbForm=Fin
les	DETdef	le	DET	PronType=Art|Definite=Def
plez	NOMcom	plait	NOUN	_
à	PRE	a3	ADP	_
Rome	NOMpro	Rome	PROPN	_
.	PONfrt	.	PUNCT	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
ome	NOMcom	ome	NOUN	_
de	PRE	de	ADP	_
char	NOMcom	char2	NOUN	_
se	CONsub	se	SCONJ	_
de	PRE	de	ADP	_
vous	PROper	vos	PRON	PronType=Prs
non	ADVneg	non	ADV	PronType=Neg
,	PONfbl	,	PUNCT	_
je	PROper	je	PRON	PronType=Prs
sui	VERcjg	estre1	VERB	VerbForm=Fin
vo	DETpos	vostre	DET	Poss=Yes
feme	NOMcom	feme	NOUN	_
et	CONcoo	et	CCONJ	_
vo	DETpos	vostre	DET	Poss=Yes
ancele	NOMcom	ancele	NOUN	_
.	PONfrt	.	PUNCT	_
Mere	NOMcom	mere	NOUN	_
Dieu	NOMpro	Dieu	PROPN	_
et	CONcoo	et	CCONJ	_
virge	ADJqua	virge	ADJ	_
pucele	NOMcom	pucele	NOUN	_
,	PONfbl	,	PUNCT	_
m	DETpos	mon1	DET	Poss=Yes
’	PONfbl	’	PUNCT	_
ounor	NOMcom	onor	NOUN	_
,	PONfbl	,	PUNCT	_
mon	DETpos	mon1	DET	Poss=Yes
cors	NOMcom	cors1	NOUN	_
,	PONfbl	,	PUNCT	_
m	DETpos	mon1	DET	Poss=Yes
’	PONfbl	’	PUNCT	_
ame	NOMcom	ame	NOUN	_
et	CONcoo	et	CCONJ	_
ma	DETpos	mon1	DET	Poss=Yes
vie	NOMcom	vie1	NOUN	_
mech	VERcjg	metre2	VERB	VerbForm=Fin
hui	ADVgen	ui	ADV	_
en	PRE	en1	ADP	_
vostre	DETpos	vostre	DET	Poss=Yes
avoerie	NOMcom	avöerie	NOUN	_
.	PONfrt	.	PUNCT	_
S	CONsub	se	SCONJ	_
’	PONfbl	’	PUNCT	_
onques	ADVgen	onque	ADV	_
amastes	VERcjg	amer1	VERB	VerbForm=Fin
castee	NOMcom	chastëé	NOUN	_
tensés	VERcjg	tencier	VERB	VerbForm=Fin
moi	PROper	je	PRON	PronType=Prs
viers	PRE	vers2	ADP	_
mon	DETpos	mon1	DET	Poss=Yes
avoé	NOMcom	avöé	NOUN	_
qui	PROrel	qui	PRON	PronType=Rel
la	ADVgen	là	ADV	_
tient	VERcjg	tenir1	VERB	VerbForm=Fin
nue	ADJqua	nu1	ADJ	_
cele	DETdem	cel	DET	PronType=Dem
espee	NOMcom	espee	NOUN	_
que	CONsub	que4	SCONJ	_
jou	PROper	je	PRON	PronType=Prs
ne	ADVneg	ne1	ADV	PronType=Neg
soie	VERcjg	estre1	VERB	VerbForm=Fin
desmenbree	VERppe	desmembrer	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
»	PONfbl	»	PUNCT	_
Dist	VERcjg	dire	VERB	VerbForm=Fin
li	DETdef	le	DET	PronType=Art|Definite=Def
quens	NOMcom	conte1	NOUN	_
:	PONfbl	:	PUNCT	_
«	PONfbl	«	PUNCT	_
Trop	ADVgen	trop	ADV	_
ai	VERcjg	avoir	VERB	VerbForm=Fin
atendu	VERppe	atendre	VERB	VerbForm=Part|Tense=Past
que	CONsub	que4	SCONJ	_
ne	ADVneg	ne1	ADV	PronType=Neg
vous	PROper	vos	PRON	PronType=Prs
ai	VERcjg	avoir	VERB	VerbForm=Fin
le	DETdef	le	DET	PronType=Art|Definite=Def
cief	NOMcom	chief1	NOUN	_
tolu	VERppe	tolir	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
Molt	ADVgen	mout	ADV	_
m	PROper	je	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
avés	VERcjg	avoir	VERB	VerbForm=Fin
porcachié	VERppe	porchacier	VERB	VerbForm=Part|Tense=Past
grant	ADJqua	grant	ADJ	_
honte	NOMcom	honte	NOUN	_
.	PONfrt	.	PUNCT	_
»	PONfbl	»	PUNCT	_
Si	ADVgen	si	ADV	_
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
ahiert	VERcjg	aerdre	VERB	VerbForm=Fin
par	PRE	par	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
trece	NOMcom	trece	NOUN	_
blonde	ADJqua	blont	ADJ	_
,	PONfbl	,	PUNCT	_
hauce	VERcjg	haucier	VERB	VerbForm=Fin
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
espee	NOMcom	espee	NOUN	_
et	CONcoo	et	CCONJ	_
le	DETdef	le	DET	PronType=Art|Definite=Def
nu	ADJqua	nu1	ADJ	_
branc	NOMcom	brant1	NOUN	_
.	PONfrt	.	PUNCT	_
E	ADVgen	ez	ADV	_
vous	PROper	vos	PRON	PronType=Prs
un	DETndf	un	DET	PronType=Art|Definite=Ind
lion	NOMcom	lïon	NOUN	_
acorant	VERppa	acorre	VERB	VerbForm=Part|Tense=Pres
par	PRE	par	ADP	_
mi	NOMcom	mi2	NOUN	_
le	DETdef	le	DET	PronType=Art|Definite=Def
bos	NOMcom	bois	NOUN	_
,	PONfbl	,	PUNCT	_
geule	NOMcom	gole	NOUN	_
baee	VERppe	bëer	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
et	CONcoo	et	CCONJ	_
molt	ADVgen	mout	ADV	_
devons	VERcjg	devoir	VERB	VerbForm=Fin
estre	VERinf	estre1	VERB	VerbForm=Inf
irié	VERppe	irier	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
quant	CONsub	cant1	SCONJ	_
si	ADVgen	si	ADV	_
fole	ADJqua	fol3	ADJ	_
chose	NOMcom	chose	NOUN	_
nous	PROper	nos1	PRON	PronType=Prs
engingne	VERcjg	engignier1	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Einsi	ADVgen	ainsi	ADV	_
se	PROper	soi1	PRON	PronType=Prs
departent	VERcjg	departir	VERB	VerbForm=Fin
de	PRE	de	ADP	_
cest	DETdem	cest	DET	PronType=Dem
conseil	NOMcom	conseil	NOUN	_
et	CONcoo	et	CCONJ	_
sont	VERcjg	estre1	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
ceste	DETdem	cest	DET	PronType=Dem
euvre	NOMcom	uevre	NOUN	_
acordé	VERppe	acorder	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
Et	CONcoo	et	CCONJ	_
cil	PROdem	cel	PRON	PronType=Dem
qui	PROrel	qui	PRON	PronType=Rel
dist	VERcjg	dire	VERB	VerbForm=Fin
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
avoit	VERcjg	avoir	VERB	VerbForm=Fin
pooir	NOMcom	pöoir	NOUN	_
de	PRE	de	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
fame	NOMcom	feme	NOUN	_
ne	ADVneg	ne1	ADV	PronType=Neg
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
atarda	VERcjg	atarder	VERB	VerbForm=Fin
pas	ADVneg	pas	ADV	PronType=Neg
,	PONfbl	,	PUNCT	_
mais	CONcoo	mais1	CCONJ	_
à	PRE	a3	ADP	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
ainz	ADVgen	ainz	ADV	_
qu	PROrel	que2	PRON	PronType=Rel
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
pot	VERcjg	pöoir	VERB	VerbForm=Fin
ala	VERcjg	aler	VERB	VerbForm=Fin
là	ADVgen	là	ADV	_
où	PROrel	où	PRON	PronType=Rel
ele	PROper	il	PRON	PronType=Prs
estoit	VERcjg	estre1	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Et	CONcoo	et	CCONJ	_
quant	CONsub	cant1	SCONJ	_
il	PROper	il	PRON	PronType=Prs
i	PROadv	i2	ADV	_
vint	VERcjg	venir	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
la	PROper	il	PRON	PronType=Prs
trova	VERcjg	trover	VERB	VerbForm=Fin
molt	ADVgen	mout	ADV	_
à	PRE	a3	ADP	_
sa	DETpos	son4	DET	Poss=Yes
volenté	NOMcom	volenté	NOUN	_
Et	CONcoo	et	CCONJ	_
einsi	ADVgen	ainsi	ADV	_
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
foïrent	VERcjg	fuir	VERB	VerbForm=Fin
de	PRE	de	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
terre	NOMcom	terre	NOUN	_
et	CONcoo	et	CCONJ	_
en	PROadv	en2	ADV	_
menerent	VERcjg	mener	VERB	VerbForm=Fin
les	DETdef	le	DET	PronType=Art|Definite=Def
.	PONfrt	.	PUNCT	_
ii	ADJcar	2	ADJ	NumType=Card
.	PONfrt	.	PUNCT	_
enfanz	NOMcom	enfant	NOUN	_
.	PONfrt	.	PUNCT	_
De	PRE	de	ADP	_
ces	DETdem	ce2	DET	PronType=Dem
.	PONfrt	.	PUNCT	_
ii	ADJcar	2	ADJ	NumType=Card
.	PONfrt	.	PUNCT	_
enfanz	NOMcom	enfant	NOUN	_
ne	ADVneg	ne1	ADV	PronType=Neg
doi	VERcjg	devoir	VERB	VerbForm=Fin
je	PROper	je	PRON	PronType=Prs
plus	ADVgen	plus	ADV	_
parler	VERinf	parler	VERB	VerbForm=Inf
tant	ADVgen	tant	ADV	_
que	CONsub	que4	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
contes	NOMcom	conte2	NOUN	_
m	PROper	je	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
i	PROadv	i2	ADV	_
ramaint	VERcjg	remener	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Mais	CONcoo	mais1	CCONJ	_
tant	ADVgen	tant	ADV	_
puet	VERcjg	pöoir	VERB	VerbForm=Fin
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
en	PROind	on	PRON	PronType=Ind
bien	ADVgen	bien1	ADV	_
prover	VERinf	prover	VERB	VerbForm=Inf
par	PRE	par	ADP	_
cest	DETdem	cest	DET	PronType=Dem
conte	NOMcom	conte2	NOUN	_
que	CONsub	que4	SCONJ	_
nus	PROind	nul	PRON	PronType=Ind
ne	ADVneg	ne1	ADV	PronType=Neg
pert	VERcjg	perdre	VERB	VerbForm=Fin
ce	PROdem	ce1	PRON	PronType=Dem
que	PROrel	que2	PRON	PronType=Rel
il	PROper	il	PRON	PronType=Prs
a	VERcjg	avoir	VERB	VerbForm=Fin
fait	VERppe	faire	VERB	VerbForm=Part|Tense=Past
à	PRE	a3	ADP	_
prodome	NOMcom	prodome	NOUN	_
.	PONfrt	.	PUNCT	_
Vertigiers	NOMpro	Vertigier	PROPN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
esliz	VERppe	eslire	VERB	VerbForm=Part|Tense=Past
à	PRE	a3	ADP	_
roi	NOMcom	roi2	NOUN	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
com	CONsub	come1	SCONJ	_
je	PROper	je	PRON	PronType=Prs
vos	PROper	vos	PRON	PronType=Prs
ai	VERcjg	avoir	VERB	VerbForm=Fin
conté	VERppe	conter	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
cil	PROdem	cel	PRON	PronType=Dem
de	PRE	de	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
terre	NOMcom	terre	NOUN	_
le	PROper	il	PRON	PronType=Prs
firent	VERcjg	faire	VERB	VerbForm=Fin
roi	NOMcom	roi2	NOUN	_
.	PONfrt	.	PUNCT	_
Et	CONcoo	et	CCONJ	_
quant	CONsub	cant1	SCONJ	_
il	PROper	il	PRON	PronType=Prs
fu	VERcjg	estre1	VERB	VerbForm=Fin
sacré	VERppe	sacrer	VERB	VerbForm=Part|Tense=Past
et	CONcoo	et	CCONJ	_
sires	NOMcom	seignor	NOUN	_
dou	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
païs	NOMcom	päis	NOUN	_
,	PONfbl	,	PUNCT	_
cil	PROdem	cel	PRON	PronType=Dem
vindrent	VERcjg	venir	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
lui	PROper	il	PRON	PronType=Prs
qui	PROrel	qui	PRON	PronType=Rel
le	DETdef	le	DET	PronType=Art|Definite=Def
roi	NOMcom	roi2	NOUN	_
Moine	NOMpro	Moine	PROPN	_
orent	VERcjg	avoir	VERB	VerbForm=Fin
mort	VERppe	morir	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
Et	CONcoo	et	CCONJ	_
quant	CONsub	cant1	SCONJ	_
Vertigiers	NOMpro	Vertigier	PROPN	_
les	PROper	il	PRON	PronType=Prs
vit	VERcjg	vëoir	VERB	VerbForm=Fin
et	CONcoo	et	CCONJ	_
que	CONsub	que4	SCONJ	_
ver	PRE	vers2	ADP	_
lu	PROper	il	PRON	PronType=Prs
ne	ADVneg	ne1	ADV	PronType=Neg
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
asoploie	VERcjg	assoploiier	VERB	VerbForm=Fin
;	PONfbl	;	PUNCT	_
à	PRE	a3	ADP	_
lu	PROper	il	PRON	PronType=Prs
se	PROper	soi1	PRON	PronType=Prs
huerte	VERcjg	hurter	VERB	VerbForm=Fin
durement	ADVgen	durement2	ADV	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
apella	VERcjg	apeler	VERB	VerbForm=Fin
per	PRE	par	ADP	_
maltalent	NOMcom	mautalent	NOUN	_
:	PONfbl	:	PUNCT	_
«	PONfbl	«	PUNCT	_
Bien	ADVgen	bien1	ADV	_
sai	VERcjg	savoir	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
»	PONfbl	»	PUNCT	_
dit	VERcjg	dire	VERB	VerbForm=Fin
il	PROper	il	PRON	PronType=Prs
,	PONfbl	,	PUNCT	_
«	PONfbl	«	PUNCT	_
que	CONsub	que4	SCONJ	_
je	PROper	je	PRON	PronType=Prs
feroie	VERcjg	faire	VERB	VerbForm=Fin
se	CONsub	se	SCONJ	_
mes	DETpos	mon1	DET	Poss=Yes
dens	NOMcom	dent2	NOUN	_
acoillir	VERinf	acoillir	VERB	VerbForm=Inf
voloie	VERcjg	voloir	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
»	PONfbl	»	PUNCT	_
Par	PRE	par	ADP	_
cest	DETdem	cest	DET	PronType=Dem
essemple	NOMcom	essemple	NOUN	_
vos	PROper	vos	PRON	PronType=Prs
assomme	VERcjg	assomer2	VERB	VerbForm=Fin
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
enci	ADVgen	ainsi	ADV	_
est	VERcjg	estre1	VERB	VerbForm=Fin
de	PRE	de	ADP	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
orgoillous	ADJqua	orgoillos	ADJ	_
home	NOMcom	ome	NOUN	_
,	PONfbl	,	PUNCT	_
tant	ADVgen	tant	ADV	_
se	PROper	soi1	PRON	PronType=Prs
fie	VERcjg	fïer	VERB	VerbForm=Fin
en	PRE	en1	ADP	_
sa	DETpos	son4	DET	Poss=Yes
proece	NOMcom	pröece	NOUN	_
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
meisme	ADJind	mëisme	ADJ	PronType=Ind
se	PROper	soi1	PRON	PronType=Prs
hurte	VERcjg	hurter	VERB	VerbForm=Fin
et	CONcoo	et	CCONJ	_
blesce	VERcjg	blecier	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Ainsi	ADVgen	ainsi	ADV	_
avint	VERcjg	avenir	VERB	VerbForm=Fin
que	CONsub	que4	SCONJ	_
par	PRE	par	ADP	_
un	DETndf	un	DET	PronType=Art|Definite=Ind
an	NOMcom	an	NOUN	_
out	VERcjg	avoir	VERB	VerbForm=Fin
en	PRE	en1	ADP	_
un	DETndf	un	DET	PronType=Art|Definite=Ind
bois	NOMcom	bois	NOUN	_
plenté	NOMcom	plenté	NOUN	_
de	PRE	de	ADP	_
glan	NOMcom	glant	NOUN	_
;	PONfbl	;	PUNCT	_
les	DETdef	le	DET	PronType=Art|Definite=Def
pors	NOMcom	port2	NOUN	_
i	PROadv	i2	ADV	_
ont	VERcjg	avoir	VERB	VerbForm=Fin
mis	VERppe	metre2	VERB	VerbForm=Part|Tense=Past
et	CONcoo	et	CCONJ	_
chaciez	VERppe	chacier	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
Ja	ADVgen	ja	ADV	_
mais	ADVgen	mais1	ADV	_
de	PRE	de	ADP	_
pain	NOMcom	pain	NOUN	_
ne	ADVneg	ne1	ADV	PronType=Neg
mengerois	VERcjg	mangier	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
tant	ADVgen	tant	ADV	_
que	CONsub	que4	SCONJ	_
Gäiete	NOMpro	Gaiete	PROPN	_
me	PROper	je	PRON	PronType=Prs
rendrois	VERcjg	rendre	VERB	VerbForm=Fin
que	CONsub	que4	SCONJ	_
je	PROper	je	PRON	PronType=Prs
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
avrai	VERcjg	avoir	VERB	VerbForm=Fin
en	PRE	en1	ADP	_
ma	DETpos	mon1	DET	Poss=Yes
baillie	NOMcom	baillie	NOUN	_
,	PONfbl	,	PUNCT	_
